VEHTYPE,ACCNUM
"Automobile, Station Wagon",9001042474
"Automobile, Station Wagon",9001042474
Motorcycle,9001044395
"Automobile, Station Wagon",9001044395
"Automobile, Station Wagon",9001051544
"Automobile, Station Wagon",9001051544
"Automobile, Station Wagon",9001051544
"Automobile, Station Wagon",9001051786
"Automobile, Station Wagon",9001051786
Motorcycle,9001053641
"Automobile, Station Wagon",9001064376
Motorcycle,9001065418
"Automobile, Station Wagon",9001065418
"Automobile, Station Wagon",9001076374
"Automobile, Station Wagon",9001076374
"Automobile, Station Wagon",9001076374
"Automobile, Station Wagon",9001080301
"Automobile, Station Wagon",9001080301
"Automobile, Station Wagon",9001086071
"Automobile, Station Wagon",9001086071
"Automobile, Station Wagon",9001086071
"Automobile, Station Wagon",9001093833
"Automobile, Station Wagon",9001093833
"Automobile, Station Wagon",9001093937
"Automobile, Station Wagon",9001093937
"Automobile, Station Wagon",9001093937
"Automobile, Station Wagon",9001103097
Bicycle,9001103097
Bicycle,9001113942
"Automobile, Station Wagon",9001113942
"Automobile, Station Wagon",9001127498
Motorcycle,9001127498
"Automobile, Station Wagon",9001127498
Passenger Van,9001128278
Bicycle,9001133946
"Automobile, Station Wagon",9001133946
"Automobile, Station Wagon",9001133946
"Automobile, Station Wagon",9001143584
"Automobile, Station Wagon",9001143584
"Automobile, Station Wagon",9001144678
Motorcycle,9001144678
Motorcycle,9001144678
"Automobile, Station Wagon",9001146932
"Automobile, Station Wagon",9001146932
Pick Up Truck,9001150354
Motorcycle,9001150354
"Automobile, Station Wagon",9001160017
"Automobile, Station Wagon",9001160017
"Automobile, Station Wagon",9001160017
"Automobile, Station Wagon",9001160017
"Automobile, Station Wagon",9001160017
"Automobile, Station Wagon",9001177168
Motorcycle,9001177168
Pick Up Truck,9001180401
Bicycle,9001180401
"Automobile, Station Wagon",9001182119
"Automobile, Station Wagon",9001182119
Pick Up Truck,9001182119
Pick Up Truck,9001182119
Passenger Van,9001182119
Passenger Van,9001182119
Passenger Van,9001182119
Passenger Van,9001182119
"Automobile, Station Wagon",9001182674
Motorcycle,9001182674
Truck - Open,9001184914
Truck - Open,9001184914
Pick Up Truck,9001196370
Pick Up Truck,9001196370
Bicycle,9001201240
"Automobile, Station Wagon",9001201240
"Automobile, Station Wagon",9001201240
"Automobile, Station Wagon",9001201240
"Automobile, Station Wagon",9001220436
"Automobile, Station Wagon",9001220436
"Automobile, Station Wagon",9001227477
"Automobile, Station Wagon",9001227477
"Automobile, Station Wagon",9001227477
"Automobile, Station Wagon",9001227477
"Automobile, Station Wagon",9001227477
"Automobile, Station Wagon",9001233814
"Automobile, Station Wagon",9001234049
"Automobile, Station Wagon",8002203656
"Automobile, Station Wagon",9001464192
"Automobile, Station Wagon",8002017467
"Automobile, Station Wagon",8002203656
"Automobile, Station Wagon",9001270000
"Automobile, Station Wagon",9001464192
"Automobile, Station Wagon",8002017467
"Automobile, Station Wagon",9000408644
"Automobile, Station Wagon",9000093036
Truck-Tractor,9001271842
"Automobile, Station Wagon",9001466378
Motorcycle,9001466378
Motorcycle,9001466378
"Automobile, Station Wagon",9001468146
"Automobile, Station Wagon",9001468146
"Automobile, Station Wagon",9001468146
"Automobile, Station Wagon",9001473932
"Automobile, Station Wagon",9001473932
"Automobile, Station Wagon",9001473932
"Automobile, Station Wagon",9001473932
"Automobile, Station Wagon",8002203656
"Automobile, Station Wagon",9001473932
"Automobile, Station Wagon",9001478007
Motorcycle,9001478007
Motorcycle,9001479866
"Automobile, Station Wagon",9001479866
"Automobile, Station Wagon",9001504654
"Automobile, Station Wagon",9001504654
Passenger Van,9001520840
"Automobile, Station Wagon",9001520840
Passenger Van,9001520840
Passenger Van,9001520840
Passenger Van,9001520840
Passenger Van,9001520840
Delivery Van,9001526087
Bicycle,9001526087
Motorcycle,9001534741
"Automobile, Station Wagon",9001534741
"Automobile, Station Wagon",9001536611
Bicycle,9001536611
Bicycle,9001536611
Bicycle,9001536611
Bicycle,9001536611
"Automobile, Station Wagon",9001541492
Motorcycle,9001541492
Motorcycle,9001541492
"Automobile, Station Wagon",9001547206
"Automobile, Station Wagon",9001547206
"Automobile, Station Wagon",9001547206
"Automobile, Station Wagon",9001563776
"Automobile, Station Wagon",9001563776
"Automobile, Station Wagon",9001563776
"Automobile, Station Wagon",9001567652
"Automobile, Station Wagon",9001567652
Motorcycle,9001579618
"Automobile, Station Wagon",9001579618
Motorcycle,9001581091
"Automobile, Station Wagon",9001581091
"Automobile, Station Wagon",9001581091
"Automobile, Station Wagon",9001585918
"Automobile, Station Wagon",9001585918
Motorcycle,9001585957
"Automobile, Station Wagon",9001588399
"Automobile, Station Wagon",9001588399
Truck - Tank,9001591969
"Automobile, Station Wagon",9001591969
"Automobile, Station Wagon",9001591969
Pick Up Truck,9001598052
Motorcycle,9001598052
"Automobile, Station Wagon",9001600712
"Automobile, Station Wagon",9001600712
Pick Up Truck,9001600712
Pick Up Truck,9001600712
Pick Up Truck,9001600712
Pick Up Truck,9001600712
Pick Up Truck,9001600712
Pick Up Truck,9001600712
"Automobile, Station Wagon",9001602169
Motorcycle,9001602169
"Truck - Closed (Blazer, etc)",9001605294
Municipal Transit Bus (TTC),9001605294
Municipal Transit Bus (TTC),9001605294
Municipal Transit Bus (TTC),9001605294
Municipal Transit Bus (TTC),9001605294
"Automobile, Station Wagon",9001618361
"Automobile, Station Wagon",9001618361
"Automobile, Station Wagon",9001620635
"Automobile, Station Wagon",9001620635
"Automobile, Station Wagon",9001623743
"Automobile, Station Wagon",9001623743
Motorcycle,9001631104
"Automobile, Station Wagon",9001661234
"Automobile, Station Wagon",9001661234
Pick Up Truck,9001663278
Pick Up Truck,9001663278
"Automobile, Station Wagon",9001666503
Bicycle,9001666503
Motorcycle,9001678425
"Automobile, Station Wagon",9001678425
Motorcycle,9001678425
"Automobile, Station Wagon",9001679481
Bicycle,9001679481
"Automobile, Station Wagon",9001686602
"Automobile, Station Wagon",8002017467
Motorcycle,9001271842
Motorcycle,8002018204
Motorcycle,9001271842
"Automobile, Station Wagon",8002203656
"Automobile, Station Wagon",8002018204
"Automobile, Station Wagon",9001287128
"Automobile, Station Wagon",8002018629
"Automobile, Station Wagon",8002018629
"Automobile, Station Wagon",8002018661
"Automobile, Station Wagon",8002018661
"Automobile, Station Wagon",8002024697
"Automobile, Station Wagon",8002039812
"Automobile, Station Wagon",8002039812
"Automobile, Station Wagon",8002043584
"Automobile, Station Wagon",8002043584
"Automobile, Station Wagon",8002051381
Bicycle,8002051381
"Automobile, Station Wagon",8002056791
"Automobile, Station Wagon",9000408644
"Automobile, Station Wagon",8002056791
Delivery Van,8002061586
Delivery Van,8002061586
"Automobile, Station Wagon",9000093036
Bicycle,8002063591
"Automobile, Station Wagon",8002063591
"Automobile, Station Wagon",8002065935
"Automobile, Station Wagon",8002065935
"Automobile, Station Wagon",8002065935
"Automobile, Station Wagon",8002065935
"Automobile, Station Wagon",8002080527
"Automobile, Station Wagon",8002080527
Pick Up Truck,8002088057
Pick Up Truck,8002088057
"Automobile, Station Wagon",8002088211
"Automobile, Station Wagon",8002088211
"Automobile, Station Wagon",8002097783
Pick Up Truck,8002097783
Pick Up Truck,8002097783
Pick Up Truck,8002097783
"Truck - Closed (Blazer, etc)",8002098708
"Truck - Closed (Blazer, etc)",8002098708
Pick Up Truck,8002111291
Pick Up Truck,8002111291
"Automobile, Station Wagon",8002114840
"Automobile, Station Wagon",8002114840
"Automobile, Station Wagon",8002123284
Delivery Van,8002123284
Delivery Van,8002123284
Delivery Van,8002123284
"Automobile, Station Wagon",8002128352
"Automobile, Station Wagon",8002128352
"Automobile, Station Wagon",8002128352
"Automobile, Station Wagon",8002129020
"Automobile, Station Wagon",8002129020
"Automobile, Station Wagon",8002130924
"Automobile, Station Wagon",8002130924
"Automobile, Station Wagon",8002132961
"Automobile, Station Wagon",8002132961
"Automobile, Station Wagon",8002134677
"Automobile, Station Wagon",8002134677
"Automobile, Station Wagon",8002138681
"Automobile, Station Wagon",8002138681
Municipal Transit Bus (TTC),8002139374
Municipal Transit Bus (TTC),8002139374
Construction Equipment,8002144295
"Automobile, Station Wagon",8002144295
"Automobile, Station Wagon",8002146919
"Automobile, Station Wagon",8002146919
"Automobile, Station Wagon",8002149511
Bicycle,8002149511
Bicycle,8002149511
Pick Up Truck,8002159261
Pick Up Truck,8002159261
"Automobile, Station Wagon",8002165186
"Automobile, Station Wagon",8002165186
"Automobile, Station Wagon",8002165186
"Automobile, Station Wagon",8002165186
"Automobile, Station Wagon",8002165675
"Automobile, Station Wagon",8002165675
"Automobile, Station Wagon",8002171142
"Automobile, Station Wagon",8002171142
"Automobile, Station Wagon",8002177170
"Automobile, Station Wagon",8002177170
"Automobile, Station Wagon",8002177170
"Automobile, Station Wagon",8002190612
"Automobile, Station Wagon",8002190612
"Automobile, Station Wagon",8002190612
"Automobile, Station Wagon",8002190612
"Automobile, Station Wagon",8002192666
"Automobile, Station Wagon",8002196256
"Automobile, Station Wagon",8002196256
"Automobile, Station Wagon",8002196256
"Automobile, Station Wagon",8002196256
"Automobile, Station Wagon",8002197002
Bicycle,8002197002
"Automobile, Station Wagon",8002197002
"Automobile, Station Wagon",8002203656
"Automobile, Station Wagon",9001287128
"Automobile, Station Wagon",9000054230
"Automobile, Station Wagon",8002203899
"Automobile, Station Wagon",8002203899
"Automobile, Station Wagon",9000419013
"Automobile, Station Wagon",8002209662
"Automobile, Station Wagon",8002209662
"Automobile, Station Wagon",8002209662
"Automobile, Station Wagon",8002209662
"Automobile, Station Wagon",8002209662
"Automobile, Station Wagon",8002229899
"Automobile, Station Wagon",8002229899
"Automobile, Station Wagon",8002244914
"Automobile, Station Wagon",8002244914
"Automobile, Station Wagon",8002244914
"Automobile, Station Wagon",8002245364
Bicycle,8002245364
"Automobile, Station Wagon",8002245661
"Automobile, Station Wagon",8002245661
"Automobile, Station Wagon",8002248508
"Automobile, Station Wagon",8002248508
"Automobile, Station Wagon",8002248508
"Automobile, Station Wagon",8002248508
"Automobile, Station Wagon",8002248508
"Automobile, Station Wagon",8002248508
Passenger Van,8002249590
Passenger Van,8002249590
Municipal Transit Bus (TTC),8002254764
Municipal Transit Bus (TTC),8002254764
"Automobile, Station Wagon",8002257421
"Automobile, Station Wagon",8002260892
"Automobile, Station Wagon",8002260892
"Automobile, Station Wagon",8002266856
"Automobile, Station Wagon",8002266856
Pick Up Truck,8002273924
Pick Up Truck,8002273924
Pick Up Truck,8002273924
Pick Up Truck,8002273924
Municipal Transit Bus (TTC),8002279692
Municipal Transit Bus (TTC),8002279692
"Automobile, Station Wagon",8002279854
"Automobile, Station Wagon",8002279854
"Automobile, Station Wagon",8002281849
"Automobile, Station Wagon",8002281849
"Automobile, Station Wagon",8002281849
"Automobile, Station Wagon",8002281849
"Automobile, Station Wagon",8002286980
"Automobile, Station Wagon",8002286980
"Automobile, Station Wagon",8002286980
"Automobile, Station Wagon",8002286980
"Automobile, Station Wagon",8002306569
"Automobile, Station Wagon",8002306569
Delivery Van,8002315042
"Automobile, Station Wagon",8002315042
"Automobile, Station Wagon",8002315042
"Automobile, Station Wagon",8002325561
"Automobile, Station Wagon",8002325561
"Automobile, Station Wagon",8002325561
"Automobile, Station Wagon",8002334933
"Automobile, Station Wagon",8002334933
"Automobile, Station Wagon",8002341194
"Automobile, Station Wagon",8002341194
"Automobile, Station Wagon",8002341194
"Automobile, Station Wagon",8002342250
"Automobile, Station Wagon",8002342250
"Automobile, Station Wagon",8002342250
"Automobile, Station Wagon",8002343129
"Automobile, Station Wagon",8002343129
"Automobile, Station Wagon",8002355627
"Automobile, Station Wagon",8002355627
"Automobile, Station Wagon",8002355627
"Automobile, Station Wagon",8002355627
"Automobile, Station Wagon",8002355627
"Automobile, Station Wagon",8002359893
Police Vehicle,8002359893
Pick Up Truck,8002359893
Pick Up Truck,8002359893
Pick Up Truck,8002359893
Pick Up Truck,8002359893
Pick Up Truck,8002359893
"Automobile, Station Wagon",8002363781
"Automobile, Station Wagon",8002363781
"Automobile, Station Wagon",8002388715
"Automobile, Station Wagon",8002388715
"Automobile, Station Wagon",8002388715
"Automobile, Station Wagon",9000001415
"Automobile, Station Wagon",9000001415
"Automobile, Station Wagon",9000008532
"Automobile, Station Wagon",9000008532
"Automobile, Station Wagon",9000021101
"Automobile, Station Wagon",9000021101
"Automobile, Station Wagon",9000023080
"Automobile, Station Wagon",9000023080
"Automobile, Station Wagon",9001287128
Intercity Bus,9000419013
"Automobile, Station Wagon",9001303685
"Automobile, Station Wagon",9000054230
"Automobile, Station Wagon",9000431673
"Automobile, Station Wagon",9000431673
"Automobile, Station Wagon",9000431673
"Automobile, Station Wagon",9000431673
"Automobile, Station Wagon",9000431673
"Automobile, Station Wagon",9000431673
"Automobile, Station Wagon",9000449704
"Automobile, Station Wagon",9000449704
"Automobile, Station Wagon",9000449704
"Automobile, Station Wagon",9000454509
"Automobile, Station Wagon",9000454509
"Automobile, Station Wagon",9000456825
"Automobile, Station Wagon",9000456825
"Automobile, Station Wagon",9000456825
"Automobile, Station Wagon",9000456825
"Automobile, Station Wagon",9000456825
"Automobile, Station Wagon",9000457599
"Automobile, Station Wagon",9000457599
"Automobile, Station Wagon",9000457599
Municipal Transit Bus (TTC),9000460326
Municipal Transit Bus (TTC),9000460326
"Automobile, Station Wagon",9000461892
"Automobile, Station Wagon",9000461892
"Automobile, Station Wagon",9000475774
"Automobile, Station Wagon",9000475774
"Automobile, Station Wagon",9000481898
"Automobile, Station Wagon",9000481898
"Automobile, Station Wagon",9000483734
"Automobile, Station Wagon",9000483734
"Automobile, Station Wagon",9000483734
Pick Up Truck,9000490113
Pick Up Truck,9000490113
"Automobile, Station Wagon",9000492756
"Automobile, Station Wagon",9000492756
"Automobile, Station Wagon",9000492756
"Automobile, Station Wagon",9000494467
Bicycle,9000494467
"Automobile, Station Wagon",9000505193
"Automobile, Station Wagon",9000505193
"Automobile, Station Wagon",9000505193
"Automobile, Station Wagon",9000507586
"Automobile, Station Wagon",9000507586
"Automobile, Station Wagon",9000507586
"Automobile, Station Wagon",9000524060
Municipal Transit Bus (TTC),9000524060
Truck-Tractor,9000525520
"Automobile, Station Wagon",9000525520
"Automobile, Station Wagon",9000525520
"Automobile, Station Wagon",9000528494
Bicycle,9000528494
Passenger Van,9000535271
Passenger Van,9000535271
Passenger Van,9000535271
Passenger Van,9000535271
Passenger Van,9000535271
"Automobile, Station Wagon",9000541174
"Automobile, Station Wagon",9000541174
"Automobile, Station Wagon",9000544201
Motorcycle,9000544201
Municipal Transit Bus (TTC),9000563702
Municipal Transit Bus (TTC),9000563702
"Automobile, Station Wagon",9000568934
Motorcycle,9000568934
"Automobile, Station Wagon",9000570843
Street Car,9000583629
"Automobile, Station Wagon",9000583629
"Automobile, Station Wagon",9000583629
"Automobile, Station Wagon",9000588881
"Automobile, Station Wagon",9000588881
"Automobile, Station Wagon",9000589078
"Automobile, Station Wagon",9000589078
Pick Up Truck,9000618194
Pick Up Truck,9000618194
"Automobile, Station Wagon",9000618680
"Automobile, Station Wagon",9000618680
